filename,subfolder,processor_order,bitcrush_bit_depth,bitcrush_original_sr,bitcrush_processing_date,Resampling_target_rate,Resampling_processing_time,filters_filter_type,filters_low_cutoff,filters_high_cutoff,filters_order,filters_processing_date,only_codec_codec,only_codec_opus_bitrate,only_codec_mp3_bitrate,only_codec_aac_bitrate,only_codec_gsm_bitrate,only_codec_bitrate,only_codec_highpass_filter,error
ex01_default_00284.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00117.wav,only_codec,,,,,,,,,,,,OPUS,32k,,,,,,
ex01_default_00069.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_emphasis_00046.wav,only_codec,,,,,,,,,,,,MP3,,24k,,,,,
ex01_default_essentials_00038.wav,only_codec,,,,,,,,,,,,OPUS,32k,,,,,,
ex01_default_emphasis_00114.wav,only_codec,,,,,,,,,,,,MP3,,8k,,,,,
ex01_default_emphasis_00117.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00239.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00076.wav,only_codec,,,,,,,,,,,,AAC,,,64k,,,,
ex01_default_emphasis_00133.wav,only_codec,,,,,,,,,,,,AAC,,,12k,,,,
ex01_default_00127.wav,only_codec,,,,,,,,,,,,MP3,,48k,,,,,
ex01_default_00314.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_emphasis_00060.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00007.wav,only_codec,,,,,,,,,,,,OPUS,64k,,,,,,
ex01_default_emphasis_00088.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_00052.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_emphasis_00127.wav,only_codec,,,,,,,,,,,,OPUS,8k,,,,,,
ex01_default_emphasis_00121.wav,only_codec,,,,,,,,,,,,AAC,,,56k,,,,
ex01_default_00043.wav,only_codec,,,,,,,,,,,,MP3,,16k,,,,,
ex01_default_emphasis_00101.wav,only_codec,,,,,,,,,,,,AAC,,,64k,,,,
ex01_default_emphasis_00148.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex01_default_00142.wav,only_codec,,,,,,,,,,,,AAC,,,48k,,,,
ex01_default_00072.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00341.wav,only_codec,,,,,,,,,,,,AAC,,,56k,,,,
ex01_default_emphasis_00063.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_emphasis_00171.wav,only_codec,,,,,,,,,,,,OPUS,24k,,,,,,
ex01_default_00358.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_00363.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_emphasis_00080.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_emphasis_00022.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex01_default_emphasis_00181.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00136.wav,only_codec,,,,,,,,,,,,MP3,,40k,,,,,
ex01_default_00030.wav,only_codec,,,,,,,,,,,,AAC,,,12k,,,,
ex01_default_emphasis_00103.wav,only_codec,,,,,,,,,,,,MP3,,48k,,,,,
ex01_default_00004.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00265.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
ex01_default_00107.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex01_default_emphasis_00010.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00359.wav,only_codec,,,,,,,,,,,,MP3,,40k,,,,,
ex01_default_00350.wav,only_codec,,,,,,,,,,,,MP3,,8k,,,,,
ex01_default_00021.wav,only_codec,,,,,,,,,,,,MP3,,32k,,,,,
ex01_default_emphasis_00069.wav,only_codec,,,,,,,,,,,,OPUS,8k,,,,,,
ex01_default_emphasis_00163.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00330.wav,only_codec,,,,,,,,,,,,OPUS,24k,,,,,,
ex01_default_00294.wav,only_codec,,,,,,,,,,,,AAC,,,64k,,,,
ex01_default_emphasis_00006.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00223.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00311.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_emphasis_00200.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_emphasis_00085.wav,only_codec,,,,,,,,,,,,OPUS,32k,,,,,,
ex01_default_00179.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_essentials_00032.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00158.wav,only_codec,,,,,,,,,,,,AAC,,,24k,,,,
ex01_default_00277.wav,only_codec,,,,,,,,,,,,AAC,,,24k,,,,
ex01_default_00212.wav,only_codec,,,,,,,,,,,,MP3,,40k,,,,,
ex01_default_00016.wav,only_codec,,,,,,,,,,,,MP3,,64k,,,,,
ex01_default_00074.wav,only_codec,,,,,,,,,,,,AAC,,,8k,,,,
ex01_default_00374.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00201.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_00275.wav,only_codec,,,,,,,,,,,,OPUS,24k,,,,,,
ex01_default_00131.wav,only_codec,,,,,,,,,,,,OPUS,32k,,,,,,
ex01_default_00110.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_00205.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_emphasis_00064.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_00191.wav,only_codec,,,,,,,,,,,,MP3,,40k,,,,,
ex01_default_00283.wav,only_codec,,,,,,,,,,,,AAC,,,40k,,,,
ex01_default_00145.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex02_default_00024.wav,only_codec,,,,,,,,,,,,AAC,,,64k,,,,
ex01_default_essentials_00034.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00160.wav,only_codec,,,,,,,,,,,,MP3,,8k,,,,,
ex01_default_00111.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
ex01_default_00100.wav,only_codec,,,,,,,,,,,,AAC,,,8k,,,,
ex02_default_00023.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00226.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_emphasis_00111.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00198.wav,only_codec,,,,,,,,,,,,MP3,,64k,,,,,
ex01_default_emphasis_00023.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_emphasis_00078.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex01_default_00252.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_00033.wav,only_codec,,,,,,,,,,,,OPUS,64k,,,,,,
ex01_default_00360.wav,only_codec,,,,,,,,,,,,OPUS,16k,,,,,,
ex01_default_emphasis_00071.wav,only_codec,,,,,,,,,,,,AAC,,,40k,,,,
ex01_default_essentials_00033.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_emphasis_00015.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_00139.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_emphasis_00183.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_emphasis_00082.wav,only_codec,,,,,,,,,,,,OPUS,64k,,,,,,
ex02_default_00033.wav,only_codec,,,,,,,,,,,,AAC,,,64k,,,,
ex01_default_emphasis_00081.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_00339.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_emphasis_00059.wav,only_codec,,,,,,,,,,,,MP3,,24k,,,,,
ex01_default_00319.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_emphasis_00079.wav,only_codec,,,,,,,,,,,,AAC,,,48k,,,,
ex01_default_00081.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex01_default_00125.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex02_default_00015.wav,only_codec,,,,,,,,,,,,OPUS,64k,,,,,,
ex01_default_00248.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex01_default_00313.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_emphasis_00054.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00063.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00321.wav,only_codec,,,,,,,,,,,,OPUS,8k,,,,,,
ex01_default_emphasis_00024.wav,only_codec,,,,,,,,,,,,OPUS,24k,,,,,,
ex01_default_00262.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
ex01_default_emphasis_00165.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
ex01_default_00351.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00355.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00379.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00181.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
ex01_default_00012.wav,only_codec,,,,,,,,,,,,AAC,,,56k,,,,
ex01_default_00352.wav,only_codec,,,,,,,,,,,,AAC,,,40k,,,,
ex01_default_00099.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex01_default_00348.wav,only_codec,,,,,,,,,,,,AAC,,,12k,,,,
ex01_default_emphasis_00083.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00157.wav,only_codec,,,,,,,,,,,,OPUS,8k,,,,,,
ex01_default_emphasis_00065.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_emphasis_00029.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
ex01_default_00308.wav,only_codec,,,,,,,,,,,,MP3,,16k,,,,,
ex01_default_emphasis_00162.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_00268.wav,only_codec,,,,,,,,,,,,AAC,,,64k,,,,
ex01_default_essentials_00028.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00244.wav,only_codec,,,,,,,,,,,,MP3,,24k,,,,,
ex01_default_00357.wav,only_codec,,,,,,,,,,,,OPUS,24k,,,,,,
ex01_default_emphasis_00098.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex02_default_00031.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex01_default_00193.wav,only_codec,,,,,,,,,,,,OPUS,8k,,,,,,
ex01_default_00349.wav,only_codec,,,,,,,,,,,,MP3,,64k,,,,,
ex01_default_emphasis_00086.wav,only_codec,,,,,,,,,,,,OPUS,16k,,,,,,
ex01_default_emphasis_00092.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00217.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00380.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_00003.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_emphasis_00186.wav,only_codec,,,,,,,,,,,,AAC,,,48k,,,,
ex01_default_emphasis_00062.wav,only_codec,,,,,,,,,,,,OPUS,16k,,,,,,
ex01_default_00334.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex01_default_00146.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex02_default_00029.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_emphasis_00034.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00035.wav,only_codec,,,,,,,,,,,,OPUS,24k,,,,,,
ex01_default_00204.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00048.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_00288.wav,only_codec,,,,,,,,,,,,AAC,,,64k,,,,
ex01_default_00304.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00116.wav,only_codec,,,,,,,,,,,,OPUS,24k,,,,,,
ex01_default_00291.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
ex01_default_00101.wav,only_codec,,,,,,,,,,,,AAC,,,40k,,,,
ex02_default_00021.wav,only_codec,,,,,,,,,,,,MP3,,16k,,,,,
ex01_default_emphasis_00031.wav,only_codec,,,,,,,,,,,,AAC,,,12k,,,,
ex01_default_00188.wav,only_codec,,,,,,,,,,,,OPUS,24k,,,,,,
ex01_default_emphasis_00041.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex02_default_00001.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00088.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00306.wav,only_codec,,,,,,,,,,,,MP3,,64k,,,,,
ex02_default_00030.wav,only_codec,,,,,,,,,,,,MP3,,32k,,,,,
ex01_default_00254.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00235.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00144.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex01_default_emphasis_00061.wav,only_codec,,,,,,,,,,,,MP3,,8k,,,,,
ex01_default_emphasis_00125.wav,only_codec,,,,,,,,,,,,MP3,,48k,,,,,
ex01_default_00203.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_emphasis_00093.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00276.wav,only_codec,,,,,,,,,,,,OPUS,8k,,,,,,
ex01_default_emphasis_00097.wav,only_codec,,,,,,,,,,,,AAC,,,48k,,,,
ex01_default_emphasis_00056.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_emphasis_00025.wav,only_codec,,,,,,,,,,,,MP3,,16k,,,,,
ex01_default_00236.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00241.wav,only_codec,,,,,,,,,,,,MP3,,40k,,,,,
ex01_default_emphasis_00174.wav,only_codec,,,,,,,,,,,,MP3,,8k,,,,,
ex01_default_00302.wav,only_codec,,,,,,,,,,,,MP3,,40k,,,,,
ex01_default_00243.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex01_default_emphasis_00158.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex01_default_00263.wav,only_codec,,,,,,,,,,,,MP3,,32k,,,,,
ex01_default_00176.wav,only_codec,,,,,,,,,,,,OPUS,64k,,,,,,
ex01_default_emphasis_00143.wav,only_codec,,,,,,,,,,,,AAC,,,40k,,,,
ex01_default_00242.wav,only_codec,,,,,,,,,,,,OPUS,8k,,,,,,
ex01_default_emphasis_00043.wav,only_codec,,,,,,,,,,,,MP3,,16k,,,,,
ex01_default_emphasis_00152.wav,only_codec,,,,,,,,,,,,MP3,,8k,,,,,
ex01_default_00163.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00215.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_00309.wav,only_codec,,,,,,,,,,,,OPUS,16k,,,,,,
ex01_default_emphasis_00155.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
ex01_default_00039.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00138.wav,only_codec,,,,,,,,,,,,AAC,,,64k,,,,
ex01_default_00124.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00369.wav,only_codec,,,,,,,,,,,,AAC,,,40k,,,,
ex01_default_emphasis_00146.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
ex01_default_00149.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00049.wav,only_codec,,,,,,,,,,,,AAC,,,64k,,,,
ex01_default_00032.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex01_default_emphasis_00094.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
ex01_default_00106.wav,only_codec,,,,,,,,,,,,MP3,,8k,,,,,
ex01_default_emphasis_00075.wav,only_codec,,,,,,,,,,,,MP3,,16k,,,,,
ex01_default_essentials_00039.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_emphasis_00020.wav,only_codec,,,,,,,,,,,,AAC,,,56k,,,,
ex02_default_00009.wav,only_codec,,,,,,,,,,,,AAC,,,12k,,,,
ex01_default_00169.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
ex01_default_essentials_00013.wav,only_codec,,,,,,,,,,,,AAC,,,32k,,,,
ex01_default_00328.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00115.wav,only_codec,,,,,,,,,,,,MP3,,32k,,,,,
ex01_default_emphasis_00002.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
ex02_default_00019.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_emphasis_00156.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_emphasis_00007.wav,only_codec,,,,,,,,,,,,OPUS,8k,,,,,,
ex01_default_00078.wav,only_codec,,,,,,,,,,,,AAC,,,56k,,,,
ex01_default_00151.wav,only_codec,,,,,,,,,,,,MP3,,16k,,,,,
ex01_default_00307.wav,only_codec,,,,,,,,,,,,OPUS,64k,,,,,,
ex01_default_00338.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00231.wav,only_codec,,,,,,,,,,,,AAC,,,12k,,,,
ex01_default_00228.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_emphasis_00120.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
ex01_default_00310.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00013.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00366.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
ex01_default_00214.wav,only_codec,,,,,,,,,,,,MP3,,48k,,,,,
ex01_default_00162.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
