input_file,output_file,original_sr,intermediate_sr,bit_depth,final_sr,original_samples,final_samples,processing,processing_date,status
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00023.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00023.wav,48000,16000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00024.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00024.wav,48000,24000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00026.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00026.wav,48000,16000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00028.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00028.wav,48000,16000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00030.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00030.wav,48000,16000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00032.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00032.wav,48000,8000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00033.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00033.wav,48000,8000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00034.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00034.wav,48000,24000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00035.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00035.wav,48000,16000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00036.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00036.wav,48000,16000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00037.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00037.wav,48000,16000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00039.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00039.wav,48000,8000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00040.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00040.wav,48000,16000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00043.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00043.wav,48000,32000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00048.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00048.wav,48000,32000,10,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00049.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00049.wav,48000,8000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00051.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00051.wav,48000,24000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00052.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00052.wav,48000,32000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00063.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00063.wav,48000,32000,10,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:34,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00069.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00069.wav,48000,24000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00072.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00072.wav,48000,24000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00074.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00074.wav,48000,32000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00076.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00076.wav,48000,16000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00078.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00078.wav,48000,8000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00081.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00081.wav,48000,16000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00083.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00083.wav,48000,24000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00088.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00088.wav,48000,16000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00090.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00090.wav,48000,24000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00094.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00094.wav,48000,8000,10,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00099.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00099.wav,48000,24000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00100.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00100.wav,48000,16000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00101.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00101.wav,48000,24000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00105.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00105.wav,48000,24000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00106.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00106.wav,48000,24000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00107.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00107.wav,48000,8000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00108.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00108.wav,48000,32000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00109.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00109.wav,48000,32000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00110.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00110.wav,48000,8000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00111.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00111.wav,48000,24000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00113.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00113.wav,48000,8000,10,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00115.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00115.wav,48000,16000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00116.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00116.wav,48000,16000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00117.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00117.wav,48000,8000,10,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00120.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00120.wav,48000,8000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00122.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00122.wav,48000,32000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00123.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00123.wav,48000,8000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00124.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00124.wav,48000,16000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00125.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00125.wav,48000,32000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:35,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00126.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00126.wav,48000,16000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00127.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00127.wav,48000,24000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00131.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00131.wav,48000,24000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00133.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00133.wav,48000,16000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00134.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00134.wav,48000,32000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00136.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00136.wav,48000,8000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00137.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00137.wav,48000,8000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00138.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00138.wav,48000,32000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00139.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00139.wav,48000,24000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00141.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00141.wav,48000,32000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00142.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00142.wav,48000,24000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00143.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00143.wav,48000,16000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00144.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00144.wav,48000,8000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00145.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00145.wav,48000,32000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00146.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00146.wav,48000,24000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00147.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00147.wav,48000,8000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00149.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00149.wav,48000,32000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
/data/meeami/Umasubhashini/Expresso_dataset/all_distortion_new_batch_350_files/targets/bitcrush/ex01_default_00151.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/EXPRESSO/EXPRESSO_INS/ex01_default_00151.wav,48000,8000,10,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:14:36,success
